store,adf_stat,adf_p,kpss_stat,kpss_p
274,-2.207681983636498,0.20346916373868257,3.989143295224952,0.01
26,-6.121537502098943,8.83108349690718e-08,0.914773518784811,0.01
37,-5.660675809932623,9.395831525581195e-07,0.22679222975962843,0.1
3,-5.822718540972645,4.146818744405787e-07,0.03699973144832421,0.1
335,-5.9216498927855055,2.498298475171861e-07,0.7531866255824501,0.01
85,-5.660918100734824,9.384455936276379e-07,0.523114605182523,0.036460674508440774
